Date/Hour: 12-05-2014/23:07:14 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36
Date/Hour: 14-05-2014/23:11:34 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36
Date/Hour: 17-05-2014/15:53:41 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 17-05-2014/17:10:21 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 17-05-2014/17:20:24 - Username: biagio.saitta - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 17-05-2014/17:20:31 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 17-05-2014/22:49:05 - Username: biagio.saitta - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 17-05-2014/22:49:13 - Username: biagio.saitta - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 17-05-2014/22:49:25 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 17-05-2014/22:49:53 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 19-05-2014/21:01:10 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 19-05-2014/21:04:08 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 19-05-2014/21:04:16 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 19-05-2014/22:12:21 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 22-05-2014/15:55:09 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 22-05-2014/22:30:23 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 24-05-2014/14:51:56 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 24-05-2014/14:59:11 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 24-05-2014/16:07:53 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36
Date/Hour: 29-05-2014/22:56:23 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 29-05-2014/23:27:12 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 01-06-2014/11:44:23 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 05-06-2014/12:28:25 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 05-06-2014/20:19:21 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 05-06-2014/20:49:22 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 06-06-2014/00:02:24 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 06-06-2014/00:31:17 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 06-06-2014/11:21:08 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 06-06-2014/13:29:47 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 06-06-2014/15:24:47 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 06-06-2014/15:25:51 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 06-06-2014/15:26:25 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 06-06-2014/15:37:21 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 06-06-2014/15:42:24 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 06-06-2014/15:45:39 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 07-06-2014/12:41:04 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 07-06-2014/13:54:45 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 07-06-2014/20:16:47 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 08-06-2014/16:37:00 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date/Hour: 08-06-2014/16:49:43 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 08-06-2014 - Hour: 16:52:49 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 08-06-2014 - Hour: 16:52:54 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 08/06/2014 - Hour: 16:53:32 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 08/06/2014 - Hour: 16:53:36 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 08/06/2014 - Hour: 17:49:36 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 08/06/2014 - Hour: 18:18:11 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 08/06/2014 - Hour: 19:20:25 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 08/06/2014 - Hour: 23:08:11 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 10/06/2014 - Hour: 15:45:43 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 10/06/2014 - Hour: 16:14:35 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 10/06/2014 - Hour: 16:50:27 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 10/06/2014 - Hour: 17:37:19 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 11/06/2014 - Hour: 23:26:26 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 11/06/2014 - Hour: 23:54:04 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 11/06/2014 - Hour: 23:56:18 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 12/06/2014 - Hour: 19:22:34 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 12/06/2014 - Hour: 20:31:37 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 12/06/2014 - Hour: 21:10:19 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
Date: 13/06/2014 - Hour: 15:57:48 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 13/06/2014 - Hour: 16:08:06 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 13/06/2014 - Hour: 16:13:12 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 13/06/2014 - Hour: 19:39:11 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 13/06/2014 - Hour: 19:54:13 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 13/06/2014 - Hour: 20:19:37 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 14/06/2014 - Hour: 18:29:29 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
Date: 14/06/2014 - Hour: 22:15:37 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 14/06/2014 - Hour: 22:51:32 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 20:37:37 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 21:21:32 - Username: stefania.carrera - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 21:21:34 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 21:21:59 - Username: carmelo.santangelo - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 21:31:09 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 21:31:13 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 21:31:27 - Username: carmelo.santangelo - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 21:32:26 - Username: carmelo.santangelo - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 21:34:42 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 21:35:37 - Username: carmelo.santangelo - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 22:23:24 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 19/06/2014 - Hour: 23:46:18 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 21/06/2014 - Hour: 17:03:22 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 21/06/2014 - Hour: 23:01:18 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 23/06/2014 - Hour: 18:36:29 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 23/06/2014 - Hour: 21:21:49 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 28/06/2014 - Hour: 00:17:57 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 28/06/2014 - Hour: 00:25:17 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 28/06/2014 - Hour: 00:31:48 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 28/06/2014 - Hour: 00:32:44 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 02/07/2014 - Hour: 22:21:05 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 15:58:05 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 17:05:11 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 18:02:46 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 18:11:45 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 22:22:59 - Username: biagio.saittaxx - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 22:50:36 - Username: biagio.saittass - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 22:52:12 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 22:54:02 - Username: biagio.saieeetta - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 23:02:24 - Username:  - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 23:02:26 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 23:02:32 - Username:  - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 23:08:39 - Username: biagio.saittafff - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 23:08:42 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 23:08:46 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 03/07/2014 - Hour: 23:08:52 - Username: biagio.saittad - Request: login - Answer: denied - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 05/07/2014 - Hour: 17:48:05 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 13/07/2014 - Hour: 18:07:29 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 13/07/2014 - Hour: 18:31:28 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 14/07/2014 - Hour: 16:15:51 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 14/07/2014 - Hour: 17:29:14 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
Date: 15/07/2014 - Hour: 15:12:54 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 15/07/2014 - Hour: 15:26:58 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
Date: 16/07/2014 - Hour: 19:05:25 - Username: biagio.saitta - Request: login - Answer: ok - Details: ::1 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36
